local_folder,local_path,filename,previous_status,verification_status,source,document_type,canonical_title,canonical_author,canonical_publisher,canonical_year,doi,ocaid,lccn,isbn_10,isbn_13,external_url,ol_work_key,ol_edition_key,confidence,duplicate_of_path,parent_publication_id,publication_role,notes,candidates_json
DOT estándar,5 DOT y planeación urbana (Gregor Wessels)/DOT estándar/ITDP TOD Standard_Final_ITDP.pdf,ITDP TOD Standard_Final_ITDP.pdf,NOT_FOUND,ALTERNATE_EDITION,verified_manifest,manual,"TOD Standard, Version 2.1",Institute for Transportation and Development Policy,Institute for Transportation and Development Policy; Despacio,2014,,,,,,https://www.itdp.in/wp-content/uploads/2014/04/01.TOD-Standard_Final.pdf,,,1.000,,itdp-tod-standard-2-1-2014,ALTERNATE_EDITION,Alternate local filename/copy of the same verified 2014 Version 2.1 publication; group it with the parent work rather than creating another record,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/1 Creacion y captura de valor para el desarrollo de proyectos de transporte-28feb.pdf,1 Creacion y captura de valor para el desarrollo de proyectos de transporte-28feb.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,book,Creación y captura de valor para el desarrollo de proyectos de transporte,Carlos Felipe Pardo; Juan Felipe Pinilla Pineda; Catalina Villegas; Adriana Hurtado; Gregor Wessels; Carlos A. Moreno; Patricia Calderón; Catalina Duarte,CAF,2019,,,,,9789804221279,https://scioteca.caf.com/handle/123456789/1404,,,1.000,,caf-value-capture-transport-2019,PUBLICATION,"Official CAF repository metadata and the publication copyright page verify canonical title, authors, publisher, year, document type, and checksum-valid ISBN",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2019_TOD_Gentrification.pdf,2019_TOD_Gentrification.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,Transit-oriented development and gentrification: a systematic review,Miguel Padeiro; Ana Louro; Nuno Marques da Costa,Informa UK Limited,2019,10.1080/01441647.2019.1649316,,,,,https://doi.org/10.1080/01441647.2019.1649316,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2021_DOTS_SantaFe.pdf,2021_DOTS_SantaFe.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,proceedings-article,Valoración del entorno de una estación ferroviaria inactiva mediante estándar DOT: avance metodológico para el caso del Gran Santa Fe (Argentina),María Alejandra Saus; Andrés Ignacio Aguirre,Universitat Politècnica de Catalunya,2022,10.5821/siiu.10156,,,,,https://doi.org/10.5821/siiu.10156,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2021_DOTS_tren_Santiago.pdf,2021_DOTS_tren_Santiago.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,"Estaciones como nodos y lugares: el potencial del tren para el desarrollo urbano orientado al transporte en Santiago, Chile",Giovanni Vecchio,Universidad del Bio Bio,2021,10.22320/07183607.2021.24.43.08,,,,,https://doi.org/10.22320/07183607.2021.24.43.08,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2022_DOTS__Costa_Rica.pdf,2022_DOTS__Costa_Rica.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,dissertation,Implementación del desarrollo orientado al transporte público en la Gran Área Metropolitana utilizando el tren urbano,Enoc Adolfo Araya Porras,Universidad de Costa Rica,2022,,,,,,https://hdl.handle.net/10669/87649,,,1.000,,araya-dotp-costa-rica-2022,PUBLICATION,"Official Universidad de Costa Rica repository and local thesis title page verify the canonical title, author, institution, year, degree, and repository identifier",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2022_DOTS_Salta.pdf,2022_DOTS_Salta.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,dissertation,Plan de internacionalización de la ciudad de Salta mediante el desarrollo orientado al transporte,Ricardo Galindo Anaya-Ferrel,Universidad Siglo 21,2023,,,,,,https://repositorio.21.edu.ar/handle/ues21/28467,,,1.000,,galindo-salta-tod-2023,PUBLICATION,"Official university repository verifies the canonical title, author, institution, final-degree-work type, September 2023 issue date, and handle; the local title page is dated 2022",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2022_Factores_BRT_Latam.pdf,2022_Factores_BRT_Latam.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,"Factores determinantes de la relación entre la localización  de las empresas, la dinámica del transporte público tipo BRT  y el desarrollo urbano",Diego Rafael Roberto Cabrera-Moya,"El Colegio de Mexico, A.C.",2022,10.24201/edu.v37i3.2048,,,,,https://doi.org/10.24201/edu.v37i3.2048,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2023_BRT_Quito.pdf,2023_BRT_Quito.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,"Entorno urbano, densidad poblacional y uso del Sistema de Autobuses de Transporte Rápido en Quito",Alba Núñez,Pontificia Universidad Catolica de Chile,2023,10.7764/eure.49.148.11,,,,,https://doi.org/10.7764/eure.49.148.11,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/2023_TODS_literature_review.pdf,2023_TODS_literature_review.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,Transportation Oriented Development Method: literature review,Julio Vega; Robinson Balcázar; Xavier Guerra,IOP Publishing,2023,10.1088/1755-1315/1141/1/012002,,,,,https://doi.org/10.1088/1755-1315/1141/1/012002,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Cidades - EMBARQ Brasil.pdf,DOTS Cidades - EMBARQ Brasil.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,manual,DOTS Cidades: Manual de Desenvolvimento Urbano Orientado ao Transporte Sustentável,EMBARQ Brasil,EMBARQ Brasil,2015,,,,,,https://www.mpsp.mp.br/portal/page/portal/documentacao_e_divulgacao/doc_biblioteca/bibli_servicos_produtos/BibliotecaDigital/BibDigitalLivros/TodosOsLivros/DOTS_Cidades--Manual_de_Desenvolvimento_Urbano_Orientado_ao_Transporte_Sustentavel.pdf,,,1.000,,embarq-dots-cidades-2015,PUBLICATION,"Government-hosted full publication and copyright page verify the canonical title, responsible organization, publisher, 2015 date, format, and pagination",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS_Latam.pdf,DOTS_Latam.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,discussion-paper,Desarrollo orientado al transporte: una evaluación de tendencias y oportunidades para América Latina,Daniel A. Rodríguez; Mario Durán Ortiz; Jason Hobbs; Francisca María Magdalena Rojas; Anne Hudson,Inter-American Development Bank,2021,10.18235/0003802,,,,,https://publications.iadb.org/es/desarrollo-orientado-al-transporte-una-evaluacion-de-tendencias-y-oportunidades-para-america-latina,,,1.000,,idb-tod-latin-america-2021,PUBLICATION,"Official IDB publication and Dublin Core records verify the title, author, editors, publisher, November 2021 date, report number IDB-DP-00802, pagination, and DOI",
DOTS América Latina,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Economy, environment and culture in Latin America - David Edelman.pdf","Economy, environment and culture in Latin America - David Edelman.pdf",NOT_FOUND,CREATE_CANDIDATE,verified_manifest,book,"Economy, Environment & Culture in Latin America: A Comparative Study of National Planning in Brazil and Mexico",David J. Edelman; David J. Allor,LAP Lambert Academic Publishing,2018,,,,,9786139845675,https://researchdirectory.uc.edu/p/edelmadj,,,1.000,,edelman-allor-latin-america-2018,PUBLICATION,"University of Cincinnati author bibliography and bookseller authority data verify the title, both authors, publisher, May 2018 date, pagination, language, and checksum-valid ISBN",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Improving Coordination of Transportation and Land-Use Planning in Latin American Cities.pdf,Improving Coordination of Transportation and Land-Use Planning in Latin American Cities.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,presentation,Improving Coordination of Transportation and Land-Use Planning in Latin American Cities: overcoming the barriers,Arturo Ardila,"Universidad de los Andes, Transportation Studies Group",2006,,,,,,,,,1.000,,ardila-coordination-transport-landuse-2006,NONBOOK,"Slide deck presented at Clean Air in Latin America, São Paulo, 2006; slide 1 verifies the title, the author and the Transportation Studies Group at Universidad de los Andes, and every slide footer repeats the event and year; no public archive copy was located, and slides are not an Open Library book",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Integración de transporte no motorizado y DOTS 2014.pdf,Integración de transporte no motorizado y DOTS 2014.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,book,Integración de Transporte no Motorizado y DOTS,Carlos Felipe Pardo; Patricia Calderón Peña,Cámara de Comercio de Bogotá; Fundación Despacio,2014,,,,,9789585767454,https://bibliotecadigital.ccb.org.co/items/c040679c-44a6-421c-8aa7-05e994c578d7,,,1.000,,pardo-calderon-tnm-dots-2014,PUBLICATION,"Official Cámara de Comercio de Bogotá repository and publication copy verify the title, authors, publishers, year, description, handle, and checksum-valid ISBN",
DOTS América Latina,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Managing the urban environment - Lima, Peru - David Edelman.pdf","Managing the urban environment - Lima, Peru - David Edelman.pdf",NOT_FOUND,CREATE_CANDIDATE,verified_manifest,book,"Managing the Urban Environment - Lima, Peru",David J. Edelman,LAP LAMBERT Academic Publishing,2018,,,,,9786137341308,https://www.daap.uc.edu/content/dam/refresh/daap-62/documents/news-events/daapcares-presentation-2018.pdf,,,1.000,,managing-urban-environment-lima-2018,PUBLICATION,Full book and checksum-valid ISBN verified visually on the local wraparound cover,
DOTS América Latina,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Managing the urban environment - Santo Domingo, DomRep - David Edelman.pdf","Managing the urban environment - Santo Domingo, DomRep - David Edelman.pdf",NOT_FOUND,CREATE_CANDIDATE,verified_manifest,book,"Managing the Urban Environment - Santo Domingo, the Dominican Republic",David J. Edelman,LAP LAMBERT Academic Publishing,2019,,,,,9786139446896,https://www.abebooks.com/9786139446896/Managing-Urban-Environment-Santo-Domingo-6139446899/plp,,,1.000,,managing-urban-environment-santo-domingo-2019,PUBLICATION,Full book and checksum-valid ISBN verified visually on the local wraparound cover,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/Rodriguez Vergel 2014Mar13 BRT-OD Bogota Quito.pdf,Rodriguez Vergel 2014Mar13 BRT-OD Bogota Quito.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,working-paper,Desarrollo urbano orientado a los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Quito y Bogotá,Daniel A. Rodríguez; Erik Vergel; William Fernando Camargo Triana,Lincoln Institute of Land Policy,2014,,,,,,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2456_1803_Rodriguez%20WP14DR1SP.pdf,,,1.000,,rodriguez-vergel-brt-bogota-quito-2014,PUBLICATION,"Official Lincoln Institute working-paper copy verifies the title, authors and supporting author, publisher, 2014 date, and product code WP14DR1SP",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/s5.pdf,s5.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,article,"¿Es la densidad suficiente? Análisis de la relación entre la densidad poblacional y la demanda de pasajeros en los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Curitiba, Quito y Bogotá",C. Erik Vergel-Tovar,International Institute for Environment and Development–Latin America,2019,,,,,,https://www.ingentaconnect.com/contentone/iieal/meda/2019/00000090/00000001/art00005,,,1.000,,vergel-density-brt-2019,NONBOOK,"Author CV and journal issue references verify the canonical title, author, journal, issue 90, August 2019 date, and article format",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/TOD manual spanish.pdf,TOD manual spanish.pdf,NOT_FOUND,ALTERNATE_EDITION,verified_manifest,manual,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2010,,,,,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,,,1.000,,dots-manual-2009,ALTERNATE_EDITION,Image-only full Spanish manual; cover and contents match the verified split-section publication,
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/U Andes David Melendez Th II  Eng 8 Final.pdf,U Andes David Melendez Th II  Eng 8 Final.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,dissertation,Estimation of a Location Model of Land Uses in the City of Bogotá for the Assessment of a Transit-Oriented Development (TOD) Scheme in a BRT Corridor,David Francisco Meléndez Guevara,Universidad de los Andes,2014,,,,,,,,,1.000,,melendez-bogota-location-model-2014,PUBLICATION,"Local thesis title and approval pages verify the canonical title, author, institution, January 2014 date, degree, adviser, and document type; the national RedCol index independently lists this Universidad de los Andes thesis and year",
DOTS América Latina,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/VergelTovar-Busrapidtransit-2022.pdf,VergelTovar-Busrapidtransit-2022.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref_title,journal-article,Bus rapid transit impacts on land uses and development over time in Bogotá and Quito,C. Erik Vergel-Tovar; Daniel A. Rodriguez,Center for Transportation Studies,2022,10.5198/jtlu.2022.1888,,,,,https://doi.org/10.5198/jtlu.2022.1888,,,0.948,,,,Near-exact long-title search recovered authoritative Crossref DOI metadata for a non-book publication,
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2019_DOTS_Una prospectiva para Colombia.pdf,2019_DOTS_Una prospectiva para Colombia.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,article,Desarrollo Orientado al Transporte Sostenible (DOTS): Una prospectiva para Colombia,Julián Rodrigo Quintero González,Universidad Nacional de Colombia,2019,10.15446/bitacora.v29n3.65979,,,,,https://revistas.unal.edu.co/index.php/bitacora/article/view/65979,,,1.000,,quintero-dots-colombia-2019,NONBOOK,"Official Bitácora Urbano Territorial record verifies the title, author, publisher, year, volume, issue, pages, and DOI; this is a journal article rather than a book",
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2019_Potencial_DOTS_TM.pdf,2019_Potencial_DOTS_TM.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,dissertation,"Potencial del Desarrollo Orientado al Transporte como transformador urbano. Caso de estudio: Transmilenio, Bogotá, Colombia, 2019",Paola M. Cavadía Álvarez,Universitat de Barcelona,2019,,,,,,https://hdl.handle.net/2445/140558,,,1.000,,cavadia-ub-2019,PUBLICATION,"Treball de fi de màster for the Màster en Planificació Territorial i Gestió Ambiental, Universitat de Barcelona through the Centro Universitario Internacional de Barcelona (UNIBA), tutor Verónica I. Quiroz López; the UB repository record at handle 2445/140558 (file TFM_Cavadia_Paola.pdf) matches the local PDF, whose cover is dated Barcelona, 30 July 2019",
DOTS Colombia,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2021-Ciudad, transporte y genero-MFP.pdf","2021-Ciudad, transporte y genero-MFP.pdf",NOT_FOUND,CREATE_CANDIDATE,verified_manifest,dissertation,"Ciudad, transporte y género: la movilidad urbana en el desarrollo sostenible de Villavicencio",María Fernanda Parra Mosquera,Universidad de los Andes,2021,,,,,,https://hdl.handle.net/1992/54341,,,1.000,,parra-ciudad-transporte-genero-2021,PUBLICATION,"Colombian national repository aggregator and Universidad de los Andes handle record verify the canonical title, author, institution, year, resource type, and repository identifier",
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2021_Potencial_DOTS.pdf,2021_Potencial_DOTS.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,dissertation,Evaluando el potencial del desarrollo orientado al transporte considerando las preferencias y percepciones de los ciudadanos,Verónica Meza Llinás,Universidad del Norte,2021,,,,,,https://manglar.uninorte.edu.co/handle/10584/10958,,,1.000,,meza-llinas-uninorte-2021,PUBLICATION,"Despite the local filename this is not a Transmilenio DOTS study: the title page and project sheet identify a Magíster en Ingeniería Civil thesis by Verónica Meza Llinás, tutor Julián Alberto Arellana Ochoa, Universidad del Norte, Barranquilla, December 2021; the Manglar repository record confirms title, author and year",
DOTS Colombia,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/2022_Analytics_tool_Simulated_DOTS.pdf,2022_Analytics_tool_Simulated_DOTS.pdf,NOT_FOUND,VERIFIED_EXTERNAL,crossref,journal-article,A SPATIO-TEMPORAL VISUAL ANALYTICS TOOL FOR SIMULATED TRANSPORT ORIENTED-LAND USE URBAN PLANNING DATA,L. Merchan Zorro; A. A. Vivas Meza; O. D. Bautista Acosta; H. E. Castro Barrera; J. R. Peña; L. A. Guzman; J. T. Hernandez,Copernicus GmbH,2022,10.5194/isprs-archives-XLVIII-4-W5-2022-113-2022,,,,,https://doi.org/10.5194/isprs-archives-xlviii-4-w5-2022-113-2022,,,1.000,,,,DOI metadata verifies a non-book publication; do not create it as an Open Library book,
Bogota 21 Transit-oriented Metropolis,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Bogota 21 Transit-oriented Metropolis/Bogota 21 engish digital 31-10-12.pdf,Bogota 21 engish digital 31-10-12.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,"Bogotá 21: Towards a World-Class, Transit-Oriented Metropolis",Gregor Wessels; Carlos Felipe Pardo; Juan Pablo Bocarejo,Fundación Despacio,2012,,,,,9789585767409,https://despacio.org/wp-content/uploads/2012/10/Bogota-21-english.pdf,,,1.000,,bogota-21-2012,PUBLICATION,Full English publication; ISBN and coordinating lead authors verified on the copyright page,
Bogota 21 Transit-oriented Metropolis,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Bogota 21 Transit-oriented Metropolis/Bogota 21 espanol digital 31-10-12.pdf,Bogota 21 espanol digital 31-10-12.pdf,NOT_FOUND,ALTERNATE_EDITION,verified_manifest,report,Bogotá 21: Hacia una Metrópoli de Clase Mundial Orientada al Transporte Público,Gregor Wessels; Carlos Felipe Pardo; Juan Pablo Bocarejo,Fundación Despacio,2012,,,,,9789585767409,https://despacio.org/2012/10/30/bogota-21-published/,,,1.000,,bogota-21-2012,ALTERNATE_EDITION,Full Spanish language edition of the same intellectual work; ISBN and authors verified in the local PDF,
Bogota 21 Transit-oriented Metropolis,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Bogota 21 Transit-oriented Metropolis/Bogota 21_Towards a worldclass transit-oriented Metropolis.pdf,Bogota 21_Towards a worldclass transit-oriented Metropolis.pdf,NOT_FOUND,DUPLICATE_LOCAL,verified_manifest,report,"Bogotá 21: Towards a World-Class, Transit-Oriented Metropolis",Gregor Wessels; Carlos Felipe Pardo; Juan Pablo Bocarejo,Fundación Despacio,2012,,,,,9789585767409,https://despacio.org/wp-content/uploads/2012/10/Bogota-21-english.pdf,,,1.000,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Bogota 21 Transit-oriented Metropolis/Bogota 21 engish digital 31-10-12.pdf,bogota-21-2012,ALTERNATE_EDITION,Byte-identical local PDF; verified metadata links it to the same intellectual work,
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Diagnóstico del marco de política para proyectos DOTS en Colombia .pdf,Diagnóstico del marco de política para proyectos DOTS en Colombia .pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Informe 3: Diagnóstico del marco de política en Colombia para el desarrollo de proyectos DOTS,Consorcio SIGMA Gestión de Proyectos – Despacio,Center for Clean Air Policy (CCAP); Findeter,2019,,,,,,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,,,1.000,,dots-colombia-informe3-diagnostico-2019,PUBLICATION,"Cover verifies 'INFORME 3: DIAGNÓSTICO DEL MARCO DE POLÍTICA EN COLOMBIA PARA EL DESARROLLO DE PROYECTOS DOTS - V2', dated 17 October 2019, presented to CCAP and Findeter by the Consorcio SIGMA GP - Despacio under the consultancy 'Formulación de los lineamientos y recomendaciones de política para la implementación de iniciativas DOTS en Colombia'; the Despacio project page confirms the client, the consortium and the March 2019 to October 2020 period",
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Executive_Summary.pdf,Lineamientos para una política nacional DOTS_Executive_Summary.pdf,NOT_FOUND,ALTERNATE_EDITION,verified_manifest,report,Guidelines for a National DOTS Policy in Colombia,Consorcio SIGMA Gestión de Proyectos – Despacio,Findeter,2020,,,,,,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,,,1.000,,lineamientos-politica-nacional-dots-2020,ALTERNATE_EDITION,"English-language executive summary carrying the same sections, objectives and four strategic proposals as the published Spanish edition; an alternate-language edition of the same intellectual work",
Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Lineamientos para una política nacional DOTS_Resumen Ejecutivo.pdf,Lineamientos para una política nacional DOTS_Resumen Ejecutivo.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,report,Lineamientos para una Política Nacional de Desarrollo Orientado al Transporte Sostenible (DOTS),Consorcio SIGMA Gestión de Proyectos – Despacio,Findeter,2020,,,,,,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,,,1.000,,lineamientos-politica-nacional-dots-2020,PUBLICATION,"Designed, published executive summary; the Findeter institutional repository record at handle 001/9617, dated August 2020, confirms the title and corporate publisher, and matches the Colombia TOD-NAMA / NAMA Facility / CCAP / CIUDAT credit line printed inside the local PDF",
PMMS Bogota 2023,"5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/Decreto 497 de 2023 Alcaldía Mayor de Bogotá, D.C_.pdf","Decreto 497 de 2023 Alcaldía Mayor de Bogotá, D.C_.pdf",NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,legal-document,"Decreto 497 de 2023, por el cual se adopta el Plan de Movilidad Sostenible y Segura (PMSS) para Bogotá Distrito Capital y se dictan otras disposiciones","Alcaldía Mayor de Bogotá, D.C.","Secretaría Jurídica Distrital, Alcaldía Mayor de Bogotá, D.C.",2023,,,,,,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=150400,,,1.000,,decreto-497-2023-pmss,NONBOOK,"Browser capture taken 25 January 2024 of the Régimen Legal de Bogotá record: expedition date 26 October 2023, in force 28 October 2023, published in Registro Distrital 7845 of 27 October 2023; a municipal decree, not an Open Library book",
PMMS Bogota 2023,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/PMMS Bogota 2023/DTS.pdf,DTS.pdf,NOT_FOUND,CREATE_CANDIDATE,verified_manifest,planning-document,Documento Técnico de Soporte del Plan de Movilidad Sostenible y Segura de Bogotá D.C.,Secretaría Distrital de Movilidad de Bogotá,Secretaría Distrital de Movilidad de Bogotá,2023,,,,,,https://www.movilidadbogota.gov.co/plan-de-movilidad-sostenible-y-segura,,,1.000,,pmss-bogota-dts-2023,PUBLICATION,"1,395-page technical support document issued with Decreto 497 de 2023 and published in Registro Distrital 7845 of October 2023; the internal reference DPM-009-2023 and the Secretaría Distrital de Movilidad masthead verify the responsible entity; movilidadbogota.gov.co could not be reached from this network, while the adopting decree page at alcaldiabogota.gov.co responded",
Acuerdo,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/Acuerdo/proyecto-de-acuerdo-pot-2021_concejo.pdf,proyecto-de-acuerdo-pot-2021_concejo.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,legal-document,"Proyecto de Acuerdo del Plan de Ordenamiento Territorial de Bogotá D.C. presentado al Concejo de Bogotá, septiembre de 2021","Alcaldía Mayor de Bogotá, D.C.; Secretaría Distrital de Planeación",Concejo de Bogotá D.C.,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,proyecto-acuerdo-pot-bogota-2021,NONBOOK,"463-page draft agreement filed with the Concejo de Bogotá in September 2021, later superseded by Decreto Distrital 555 de 2021; a legislative bill rather than a published book; sdp.gov.co did not respond from this network",
Carto,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/Carto/cg-7_actuaciones_estrategicas.pdf,cg-7_actuaciones_estrategicas.pdf,NOT_FOUND,VERIFIED_NONBOOK,verified_manifest,map,CG-7 Actuaciones Estratégicas,Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://concejodebogota.gov.co/consulte-aqui-los-documentos-radicados-por-la-administracion-distrital/cbogota/2021-09-11/121910.php,,,1.000,,bogota-pot-cg7-2021,NONBOOK,"Official POT map/document, not a book",
DTS,5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Bogotá/POT Bogotá 2022- Documentos relevantes DOTS/DTS/anexo28-guia_formulacion_actuaciones_estrategicas.pdf,anexo28-guia_formulacion_actuaciones_estrategicas.pdf,NOT_FOUND,PARENT_COMPONENT,verified_manifest,planning-document,"Documento Técnico de Soporte del Plan de Ordenamiento Territorial de Bogotá D.C., julio de 2021",Secretaría Distrital de Planeación de Bogotá,Secretaría Distrital de Planeación de Bogotá,2021,,,,,,https://www.sdp.gov.co/micrositios/pot/documentos,,,1.000,,pot-bogota-dts-2021,COMPONENT,"Cover page reads 'DOCUMENTO TÉCNICO DE SOPORTE - Anexo 28. Guía de formulación de las Actuaciones Estratégicas - Julio 2021'; One of seven local volumes and annexes of a single July 2021 technical support document, not a separate book; a September 2021 copy of Libro I is mirrored at concejodebogota.gov.co, and sdp.gov.co did not respond from this network",
