local_work_id,local_folders,local_pdf_count,canonical_title,canonical_author,canonical_publisher,canonical_year,document_type,verification_status,ol_work_key,external_url,primary_identifier_type,primary_identifier,openlibrary_eligibility,preparation_status,missing_metadata,suggested_queries,notes
OLP-05513FA2D4E37FDF,Conpes Movilidad Sostenible,1,Documento CONPES 3991: Política Nacional de Movilidad Urbana y Regional,Consejo Nacional de Política Económica y Social (CONPES),Departamento Nacional de Planeación,2020,report,CREATE_CANDIDATE,,https://colaboracion.dnp.gov.co/CDT/Conpes/Econ%C3%B3micos/3991.pdf,url,https://colaboracion.dnp.gov.co/CDT/Conpes/Econ%C3%B3micos/3991.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Documento CONPES 3991: Política Nacional de Movilidad Urbana y Regional"" | ""Documento CONPES 3991: Política Nacional de Movilidad Urbana y Regional"" ""Consejo Nacional de Política Económica y Social (CONPES)""","Approved version dated Bogotá, 14 April 2020, prepared by the Departamento Nacional de Planeación with the Ministerios de Hacienda, Ambiente y Desarrollo Sostenible and Transporte; the misleading embedded PDF title about Situado Fiscal is template residue from an unrelated document; treated as a standalone numbered government policy report rather than a statute or decree, so flip this row to NONBOOK if CONPES documents should stay outside the book catalogue"
OLP-85AB90E8B5FAB2BB,DOT estándar,1,Performance-Based Transit-Oriented Development Typology Guidebook,Mason Austin; Dena Belzer; Albert Benedict; Paul Esling; Peter Haas; Gajus Miknaitis; Elizabeth Wampler; Jeff Wood; Linda Young; Sam Zimbabwe,Center for Transit-Oriented Development; Reconnecting America; Center for Neighborhood Technology; Strategic Economics,2010,guidebook,CREATE_CANDIDATE,,https://trid.trb.org/View/1097129,url,https://trid.trb.org/View/1097129,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Performance-Based Transit-Oriented Development Typology Guidebook"" | ""Performance-Based Transit-Oriented Development Typology Guidebook"" ""Mason Austin""","TRID authority record verifies the canonical title, ten credited authors, corporate authors, December 2010 date, media type, and pagination"
OLP-299F89CBC82F9688,DOTS Europa & Estados Unidos,1,"TOD Case Studies: Implementation in Low-Income, Diverse Neighborhoods",Center for Transit-Oriented Development,Center for Transit-Oriented Development,2007,report,CREATE_CANDIDATE,,https://ctod.org/pdfs/2007TODCaseStudies.pdf,url,https://ctod.org/pdfs/2007TODCaseStudies.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""TOD Case Studies: Implementation in Low-Income, Diverse Neighborhoods"" | ""TOD Case Studies: Implementation in Low-Income, Diverse Neighborhoods"" ""Center for Transit-Oriented Development""","CTOD-hosted report verifies the title, corporate author, responsible organizations, funder, updated date of 17 January 2007, and report purpose"
OLP-66098650F7D56B79,Captura de valor,1,Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: informe final,Despacio; Infratrans,CAF - Banco de Desarrollo de América Latina,2018,report,CREATE_CANDIDATE,,,local_work,OLP-66098650F7D56B79,ELIGIBLE_BOOKLIKE,NEEDS_AUTHORITY_SOURCE,,"""Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: informe final"" | ""Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: informe final"" ""Despacio""","Cover page verifies the title, the label 'Informe final', the course dates 27-30 August 2018 in Bogotá, the clients CAF and FDN, and execution by Despacio and Infratrans; no public repository copy was located, so an authoritative URL is still outstanding"
OLP-52F1B58424ED5562,Captura de valor,1,Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: conclusiones y recomendaciones,Carlos Felipe Pardo,Despacio,2018,presentation,VERIFIED_NONBOOK,,,local_work,OLP-52F1B58424ED5562,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: conclusiones y recomendaciones"" | ""Estrategias y mejores prácticas en captura de valor inmobiliario para mega proyectos de transporte masivo: conclusiones y recomendaciones"" ""Carlos Felipe Pardo""","Closing slide deck of the CAF-FDN value capture course held in Bogotá 27-30 August 2018; slide 1 and the embedded PDF author verify title and authorship, and the companion final report in the same folder verifies the course dates; a presentation, not an Open Library book"
OLP-61DE92D2F42ACDEE,DOTS Europa & Estados Unidos,1,Columbia Heights Public Realm Framework,Zimmer Gunsul Frasca Partnership,"Government of the District of Columbia, Office of Planning",2004,planning-document,VERIFIED_NONBOOK,,https://planning.dc.gov/page/columbia-heights-public-realm-framework-plan-and-columbia-heights-revitalization-information,url,https://planning.dc.gov/page/columbia-heights-public-realm-framework-plan-and-columbia-heights-revitalization-information,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Columbia Heights Public Realm Framework"" | ""Columbia Heights Public Realm Framework"" ""Zimmer Gunsul Frasca Partnership""","Official DC Office of Planning page and full plan verify the title, preparer, issuing organization, October 2004 date, and planning-document type"
OLP-5D625A487C75BB25,PMMS Bogota 2023,1,"Decreto 497 de 2023, por el cual se adopta el Plan de Movilidad Sostenible y Segura (PMSS) para Bogotá Distrito Capital y se dictan otras disposiciones","Alcaldía Mayor de Bogotá, D.C.","Secretaría Jurídica Distrital, Alcaldía Mayor de Bogotá, D.C.",2023,legal-document,VERIFIED_NONBOOK,,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=150400,url,https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=150400,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Decreto 497 de 2023, por el cual se adopta el Plan de Movilidad Sostenible y Segura (PMSS) para Bogotá Distrito Capital y se dictan otras disposiciones"" | ""Decreto 497 de 2023, por el cual se adopta el Plan de Movilidad Sostenible y Segura (PMSS) para Bogotá Distrito Capital y se dictan otras disposiciones"" ""Alcaldía Mayor de Bogotá, D.C.""","Browser capture taken 25 January 2024 of the Régimen Legal de Bogotá record: expedition date 26 October 2023, in force 28 October 2023, published in Registro Distrital 7845 of 27 October 2023; a municipal decree, not an Open Library book"
OLP-690A7AD934DBA8E5,Recomendaciones de política- DOTS,1,Informe 2: El deber ser de la política DOTS,Consorcio SIGMA Gestión de Proyectos – Despacio,Center for Clean Air Policy (CCAP); Findeter,2019,report,CREATE_CANDIDATE,,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Informe 2: El deber ser de la política DOTS"" | ""Informe 2: El deber ser de la política DOTS"" ""Consorcio SIGMA Gestión de Proyectos – Despacio""","Cover verifies 'INFORME 2: EL DEBER SER DE LA POLÍTICA DOTS - V2', dated 6 September 2019, presented to CCAP and Findeter by the Consorcio SIGMA GP - Despacio; 178 pages of concept definition and international case studies, a distinct deliverable from Informe 3"
OLP-3DEF9668126812ED,Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO),1,Informe 3: Diagnóstico del marco de política en Colombia para el desarrollo de proyectos DOTS,Consorcio SIGMA Gestión de Proyectos – Despacio,Center for Clean Air Policy (CCAP); Findeter,2019,report,CREATE_CANDIDATE,,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,url,https://despacio.org/portfolio/lineamientos-para-una-politica-nacional-dots/,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Informe 3: Diagnóstico del marco de política en Colombia para el desarrollo de proyectos DOTS"" | ""Informe 3: Diagnóstico del marco de política en Colombia para el desarrollo de proyectos DOTS"" ""Consorcio SIGMA Gestión de Proyectos – Despacio""","Cover verifies 'INFORME 3: DIAGNÓSTICO DEL MARCO DE POLÍTICA EN COLOMBIA PARA EL DESARROLLO DE PROYECTOS DOTS - V2', dated 17 October 2019, presented to CCAP and Findeter by the Consorcio SIGMA GP - Despacio under the consultancy 'Formulación de los lineamientos y recomendaciones de política para la implementación de iniciativas DOTS en Colombia'; the Despacio project page confirms the client, the consortium and the March 2019 to October 2020 period"
OLP-D77477A4D388B6B0,Desarrollo orientado al tranporte sustentable; DOTS América Latina,9,Manual: Desarrollo Orientado al Transporte Sustentable (DOTS),Centro de Transporte Sustentable de México A.C.,Centro de Transporte Sustentable de México A.C.,2010,manual,PARENT_COMPONENT,,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,url,https://es.wri.org/publicaciones/manual-desarrollo-orientado-al-transporte-sustentable,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Manual: Desarrollo Orientado al Transporte Sustentable (DOTS)"" | ""Manual: Desarrollo Orientado al Transporte Sustentable (DOTS)"" ""Centro de Transporte Sustentable de México A.C.""",Image-only full Spanish manual; cover and contents match the verified split-section publication | The eight local PDFs collectively contain the front matter and numbered sections of one 153-page manual
OLP-831BDA6824661132,Smart Growth,1,Driven Apart: How Sprawl Is Lengthening Our Commutes and Why Misleading Mobility Measures Are Making Things Worse,Joe Cortright,CEOs for Cities,2010,report,CREATE_CANDIDATE,,https://cityobservatory.org/wp-content/uploads/2015/08/Cortright_Driven_Apart_2010.pdf,url,https://cityobservatory.org/wp-content/uploads/2015/08/Cortright_Driven_Apart_2010.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Driven Apart: How Sprawl Is Lengthening Our Commutes and Why Misleading Mobility Measures Are Making Things Worse"" | ""Driven Apart: How Sprawl Is Lengthening Our Commutes and Why Misleading Mobility Measures Are Making Things Worse"" ""Joe Cortright""","Author-hosted report copy verifies the canonical title, author, publisher, Rockefeller Foundation funding, and September 2010 date"
OLP-BA8A881E724F2379,DOTS América Latina,1,"Economy, Environment & Culture in Latin America: A Comparative Study of National Planning in Brazil and Mexico",David J. Edelman; David J. Allor,LAP Lambert Academic Publishing,2018,book,CREATE_CANDIDATE,,https://researchdirectory.uc.edu/p/edelmadj,isbn_13,9786139845675,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Economy, Environment & Culture in Latin America: A Comparative Study of National Planning in Brazil and Mexico"" | ""Economy, Environment & Culture in Latin America: A Comparative Study of National Planning in Brazil and Mexico"" ""David J. Edelman""","University of Cincinnati author bibliography and bookseller authority data verify the title, both authors, publisher, May 2018 date, pagination, language, and checksum-valid ISBN"
OLP-52AE7BAAEDA02162,DOTS Europa & Estados Unidos,1,Land-use scenarios for Europe: qualitative and quantitative analysis on a European scale,European Environment Agency,European Environment Agency,2007,report,CREATE_CANDIDATE,,https://www.eea.europa.eu/publications/technical_report_2007_9,isbn_13,9789291679270,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Land-use scenarios for Europe: qualitative and quantitative analysis on a European scale"" | ""Land-use scenarios for Europe: qualitative and quantitative analysis on a European scale"" ""European Environment Agency""","Official EEA Technical Report 9/2007; title, responsible organization, publisher, year, series, pagination, and checksum-valid ISBN corroborated by government-hosted copies"
OLP-F7F89E82B5B53BA6,DOTS América Latina,1,DOTS Cidades: Manual de Desenvolvimento Urbano Orientado ao Transporte Sustentável,EMBARQ Brasil,EMBARQ Brasil,2015,manual,CREATE_CANDIDATE,,https://www.mpsp.mp.br/portal/page/portal/documentacao_e_divulgacao/doc_biblioteca/bibli_servicos_produtos/BibliotecaDigital/BibDigitalLivros/TodosOsLivros/DOTS_Cidades--Manual_de_Desenvolvimento_Urbano_Orientado_ao_Transporte_Sustentavel.pdf,url,https://www.mpsp.mp.br/portal/page/portal/documentacao_e_divulgacao/doc_biblioteca/bibli_servicos_produtos/BibliotecaDigital/BibDigitalLivros/TodosOsLivros/DOTS_Cidades--Manual_de_Desenvolvimento_Urbano_Orientado_ao_Transporte_Sustentavel.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""DOTS Cidades: Manual de Desenvolvimento Urbano Orientado ao Transporte Sustentável"" | ""DOTS Cidades: Manual de Desenvolvimento Urbano Orientado ao Transporte Sustentável"" ""EMBARQ Brasil""","Government-hosted full publication and copyright page verify the canonical title, responsible organization, publisher, 2015 date, format, and pagination"
OLP-6B0811BB45EC551C,DOTS Europa & Estados Unidos,1,Infrastructure Financing Options for Transit-Oriented Development,United States Environmental Protection Agency,United States Environmental Protection Agency,2013,report,CREATE_CANDIDATE,,https://www.epa.gov/smartgrowth/infrastructure-financing-options-transit-oriented-development,url,https://www.epa.gov/smartgrowth/infrastructure-financing-options-transit-oriented-development,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Infrastructure Financing Options for Transit-Oriented Development"" | ""Infrastructure Financing Options for Transit-Oriented Development"" ""United States Environmental Protection Agency""","Official EPA publication page verifies the canonical title, responsible organization, publisher, date, scope, and 251-page report format"
OLP-03CE311C8C8C265E,Smart Growth,1,"Smart Growth and Economic Success: Benefits for Real Estate Developers, Investors, Businesses, and Local Governments","United States Environmental Protection Agency, Office of Sustainable Communities",United States Environmental Protection Agency,2012,report,CREATE_CANDIDATE,,https://www.epa.gov/sites/default/files/documents/smart_growth_and_economic_success.pdf,url,https://www.epa.gov/sites/default/files/documents/smart_growth_and_economic_success.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Smart Growth and Economic Success: Benefits for Real Estate Developers, Investors, Businesses, and Local Governments"" | ""Smart Growth and Economic Success: Benefits for Real Estate Developers, Investors, Businesses, and Local Governments"" ""United States Environmental Protection Agency, Office of Sustainable Communities""","Official EPA publication and archived program page verify the canonical cover title, responsible office, publisher, and December 2012 publication date"
OLP-7F9A83380D52F964,Smart Growth,1,Smart Growth: A Guide to Developing and Implementing Greenhouse Gas Reduction Programs,United States Environmental Protection Agency,United States Environmental Protection Agency,2010,report,CREATE_CANDIDATE,,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P100B4BC.TXT,url,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P100B4BC.TXT,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Smart Growth: A Guide to Developing and Implementing Greenhouse Gas Reduction Programs"" | ""Smart Growth: A Guide to Developing and Implementing Greenhouse Gas Reduction Programs"" ""United States Environmental Protection Agency""","Official EPA National Service Center for Environmental Publications record verifies the title, responsible organization, publisher, date, and guide content"
OLP-76065316FC05F191,Otras políticas relacionadas,1,Estrategia Nacional de Transporte Sostenible,Ministerio de Transporte de Colombia; Ministerio de Ambiente y Desarrollo Sostenible; Ministerio de Minas y Energía; Departamento Nacional de Planeación; Unidad de Planeación Minero Energética,Gobierno de Colombia,2022,report,CREATE_CANDIDATE,,https://mintransporte.gov.co/publicaciones/10754/transporte-sostenible/,url,https://mintransporte.gov.co/publicaciones/10754/transporte-sostenible/,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Estrategia Nacional de Transporte Sostenible"" | ""Estrategia Nacional de Transporte Sostenible"" ""Ministerio de Transporte de Colombia""","Cover reads 'Estrategia Nacional de Transporte Sostenible - GOBIERNO DE COLOMBIA » 2022'; the Ministerio de Transporte publications page hosts the official document, developed through the Mesa Interinstitucional de Transporte Sostenible and presented in August 2022"
OLP-5929B1A8D5477EF2,DOTS América Latina,1,Plan de internacionalización de la ciudad de Salta mediante el desarrollo orientado al transporte,Ricardo Galindo Anaya-Ferrel,Universidad Siglo 21,2023,dissertation,CREATE_CANDIDATE,,https://repositorio.21.edu.ar/handle/ues21/28467,url,https://repositorio.21.edu.ar/handle/ues21/28467,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Plan de internacionalización de la ciudad de Salta mediante el desarrollo orientado al transporte"" | ""Plan de internacionalización de la ciudad de Salta mediante el desarrollo orientado al transporte"" ""Ricardo Galindo Anaya-Ferrel""","Official university repository verifies the canonical title, author, institution, final-degree-work type, September 2023 issue date, and handle; the local title page is dated 2022"
OLP-BB35DB4F220AA6B9,Captura de valor,1,Experience with the Betterment Levy in Peru,Margarita Gamarra Huayapa,Lincoln Institute of Land Policy,2001,working-paper,CREATE_CANDIDATE,,https://www.lincolninst.edu/app/uploads/2024/04/1558_783_Land20Lines20Jan20200920final.pdf,url,https://www.lincolninst.edu/app/uploads/2024/04/1558_783_Land20Lines20Jan20200920final.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Experience with the Betterment Levy in Peru"" | ""Experience with the Betterment Levy in Peru"" ""Margarita Gamarra Huayapa""","Lincoln Institute bibliography and the local working-paper title page verify the title, author, publisher, and original 2001 date; a later bibliography lists the English translation in 2008"
OLP-8F4729514371311A,DOTS Asia,1,Ho Chi Minh City Transport and Land Use,José A. Gómez-Ibáñez; Nguyen Xuan Thanh,Fulbright Economics Teaching Program,2008,teaching-case,CREATE_CANDIDATE,,https://fsppm.fulbright.edu.vn/en/case/ho-chi-minh-city-transport-and-land-use-56/,url,https://fsppm.fulbright.edu.vn/en/case/ho-chi-minh-city-transport-and-land-use-56/,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Ho Chi Minh City Transport and Land Use"" | ""Ho Chi Minh City Transport and Land Use"" ""José A. Gómez-Ibáñez""","Official Fulbright School case catalog verifies the title, authors, publisher, 22 June 2008 date, case number CE08-32-34.0, media type, and pagination"
OLP-F5338AD4F9D7F733,DOTS Europa & Estados Unidos,1,"Houses, Apartments, and the Incidence of Property Taxes",Jack Goodman,Fannie Mae Foundation,2006,article,VERIFIED_NONBOOK,,https://www.tandfonline.com/doi/abs/10.1080/10511482.2006.9521558,doi,10.1080/10511482.2006.9521558,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Houses, Apartments, and the Incidence of Property Taxes"" | ""Houses, Apartments, and the Incidence of Property Taxes"" ""Jack Goodman""","Publisher DOI page verifies the article title, author, 2006 Housing Policy Debate volume and issue, pages, publisher context, and DOI"
OLP-27586CE5990FBBC5,Captura de valor,1,Estrategias de captura de valor para financiar la construcción del metro de Bogotá: instrumentos y potencial,Luis A. Guzmán; Daniel Páez; Oscar Borrero,Universidad de los Andes,2012,presentation,VERIFIED_NONBOOK,,,local_work,OLP-27586CE5990FBBC5,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Estrategias de captura de valor para financiar la construcción del metro de Bogotá: instrumentos y potencial"" | ""Estrategias de captura de valor para financiar la construcción del metro de Bogotá: instrumentos y potencial"" ""Luis A. Guzmán""","Bilingual conference slide deck dated 5 December 2012; slide 1 and the embedded PDF title 'TS08A Luis A. Guzmán' verify the title, the three authors and the session code; no public conference proceedings record was located, and slides are not an Open Library book"
OLP-D52DA0D08AB2BBE6,Captura de valor,1,Opportunities and Risks of Capturing Land Values Under Hong Kong's Leasehold System,Yu-Hung Hong; Alven H. S. Lam,Lincoln Institute of Land Policy,1998,report,CREATE_CANDIDATE,,https://www.lincolninst.edu/app/uploads/2024/04/65_honglam98_1.pdf,url,https://www.lincolninst.edu/app/uploads/2024/04/65_honglam98_1.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Opportunities and Risks of Capturing Land Values Under Hong Kong's Leasehold System"" | ""Opportunities and Risks of Capturing Land Values Under Hong Kong's Leasehold System"" ""Yu-Hung Hong""","Official Lincoln Institute working-paper copy and catalog verify the full title, authors, publisher, date, format, and product code WP98YH1"
OLP-464646C12F911A65,DOTS América Latina,1,Desarrollo orientado al transporte: una evaluación de tendencias y oportunidades para América Latina,Daniel A. Rodríguez; Mario Durán Ortiz; Jason Hobbs; Francisca María Magdalena Rojas; Anne Hudson,Inter-American Development Bank,2021,discussion-paper,CREATE_CANDIDATE,,https://publications.iadb.org/es/desarrollo-orientado-al-transporte-una-evaluacion-de-tendencias-y-oportunidades-para-america-latina,doi,10.18235/0003802,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Desarrollo orientado al transporte: una evaluación de tendencias y oportunidades para América Latina"" | ""Desarrollo orientado al transporte: una evaluación de tendencias y oportunidades para América Latina"" ""Daniel A. Rodríguez""","Official IDB publication and Dublin Core records verify the title, author, editors, publisher, November 2021 date, report number IDB-DP-00802, pagination, and DOI"
OLP-4B3C557A93EC2F6F,Smart Growth,1,"Economic Development and Smart Growth: 8 Case Studies on the Connections Between Smart Growth Development and Jobs, Wealth, and Quality of Life in Communities",Alex Iams; Pearl Kaplan,International Economic Development Council,2006,report,CREATE_CANDIDATE,,https://opd.gov.mp/library/smart-safe-growth/economic-development-and-smart-growth/iedc-2006-economic-development-and-smart-growth.pdf,url,https://opd.gov.mp/library/smart-safe-growth/economic-development-and-smart-growth/iedc-2006-economic-development-and-smart-growth.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Economic Development and Smart Growth: 8 Case Studies on the Connections Between Smart Growth Development and Jobs, Wealth, and Quality of Life in Communities"" | ""Economic Development and Smart Growth: 8 Case Studies on the Connections Between Smart Growth Development and Jobs, Wealth, and Quality of Life in Communities"" ""Alex Iams""","Government-hosted publication copy and IEDC material verify the full title, editors, publisher, cooperative agreement, and August 2006 date"
OLP-51E642A9964AB05B,DOT estándar,3,"TOD Standard, Version 2.1",Institute for Transportation and Development Policy,Institute for Transportation and Development Policy; Despacio,2014,manual,CREATE_CANDIDATE,,https://www.itdp.in/wp-content/uploads/2014/04/01.TOD-Standard_Final.pdf,url,https://www.itdp.in/wp-content/uploads/2014/04/01.TOD-Standard_Final.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""TOD Standard, Version 2.1"" | ""TOD Standard, Version 2.1"" ""Institute for Transportation and Development Policy""","Second local copy of the same verified 2014 Version 2.1 publication; group it with the parent work rather than creating another record | Official ITDP copy and current ITDP history page verify the title, responsible organization, publishers, March 2014 date, version, and 77-page manual format; the printed ISBN is an explicit placeholder and is not recorded | Alternate local filename/copy of the same verified 2014 Version 2.1 publication; group it with the parent work rather than creating another record"
OLP-0D1DB5E59906057D,DOTS Europa & Estados Unidos,1,"Land Lines, January 2010",Ann LeRoyer,Lincoln Institute of Land Policy,2010,serial-issue,VERIFIED_NONBOOK,,https://www.lincolninst.edu/publications/issues/land-lines-january-2010/,url,https://www.lincolninst.edu/publications/issues/land-lines-january-2010/,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Land Lines, January 2010"" | ""Land Lines, January 2010"" ""Ann LeRoyer""",Verified quarterly newsletter issue; not an Open Library book candidate
OLP-8B1BF0C7C27E77D4,DOTS Europa & Estados Unidos,1,"Land Lines, July 2008",Ann LeRoyer,Lincoln Institute of Land Policy,2008,serial-issue,VERIFIED_NONBOOK,,https://www.lincolninst.edu/publications/issues/land-lines-july-2008/,url,https://www.lincolninst.edu/publications/issues/land-lines-july-2008/,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Land Lines, July 2008"" | ""Land Lines, July 2008"" ""Ann LeRoyer""",Verified quarterly newsletter issue; not an Open Library book candidate
OLP-73CDBB96E8BF73B1,Captura de valor,1,Una nueva mirada a la recuperación de plusvalías en América Latina,Martim O. Smolka,Lincoln Institute of Land Policy,2012,article,VERIFIED_NONBOOK,,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2137_1462_Una_nueva_mirada_a_la_recuperacion_de_plusvalias_0712LLSP.pdf,url,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2137_1462_Una_nueva_mirada_a_la_recuperacion_de_plusvalias_0712LLSP.pdf,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Una nueva mirada a la recuperación de plusvalías en América Latina"" | ""Una nueva mirada a la recuperación de plusvalías en América Latina"" ""Martim O. Smolka""",Official Lincoln Institute copy verifies this as a July 2012 Land Lines article rather than a standalone book
OLP-9180F5907316D4A5,Smart Growth,1,Legislature Takes Aim at Urban Sprawl and Global Warming,Margot Roosevelt,Los Angeles Times,2008,newspaper-article,VERIFIED_NONBOOK,,https://www.latimes.com/archives/la-xpm-2008-aug-21-me-sprawl21-story.html,url,https://www.latimes.com/archives/la-xpm-2008-aug-21-me-sprawl21-story.html,OUTSIDE_BOOK_CATALOG_SCOPE,KEEP_EXTERNAL_OR_LOCAL,,"""Legislature Takes Aim at Urban Sprawl and Global Warming"" | ""Legislature Takes Aim at Urban Sprawl and Global Warming"" ""Margot Roosevelt""","Local one-page newspaper capture verifies the title, author, newspaper, date of 21 August 2008, and article type; it is not an Open Library book"
OLP-3CE347587191A2BF,Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO); Recomendaciones de política- DOTS,3,Guidelines for a National DOTS Policy in Colombia,Consorcio SIGMA Gestión de Proyectos – Despacio,Findeter,2020,report,CREATE_CANDIDATE,,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,url,https://bibliotecadigital.findeter.metabiblioteca.com/handle/001/9617,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Guidelines for a National DOTS Policy in Colombia"" | ""Guidelines for a National DOTS Policy in Colombia"" ""Consorcio SIGMA Gestión de Proyectos – Despacio""","English-language executive summary carrying the same sections, objectives and four strategic proposals as the published Spanish edition; an alternate-language edition of the same intellectual work | Designed, published executive summary; the Findeter institutional repository record at handle 001/9617, dated August 2020, confirms the title and corporate publisher, and matches the Colombia TOD-NAMA / NAMA Facility / CCAP / CIUDAT credit line printed inside the local PDF | Word-produced draft labelled 'V5_FINAL' of the executive summary later issued as the designed Findeter publication; identical sections, objectives and four strategic proposals, so the same intellectual work in an earlier version"
OLP-7D98B5692364F405,DOTS América Latina,1,"Managing the Urban Environment - Lima, Peru",David J. Edelman,LAP LAMBERT Academic Publishing,2018,book,CREATE_CANDIDATE,,https://www.daap.uc.edu/content/dam/refresh/daap-62/documents/news-events/daapcares-presentation-2018.pdf,isbn_13,9786137341308,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Managing the Urban Environment - Lima, Peru"" | ""Managing the Urban Environment - Lima, Peru"" ""David J. Edelman""",Full book and checksum-valid ISBN verified visually on the local wraparound cover
OLP-1517DE7AA69C86B2,DOTS América Latina,1,"Managing the Urban Environment - Santo Domingo, the Dominican Republic",David J. Edelman,LAP LAMBERT Academic Publishing,2019,book,CREATE_CANDIDATE,,https://www.abebooks.com/9786139446896/Managing-Urban-Environment-Santo-Domingo-6139446899/plp,isbn_13,9786139446896,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""Managing the Urban Environment - Santo Domingo, the Dominican Republic"" | ""Managing the Urban Environment - Santo Domingo, the Dominican Republic"" ""David J. Edelman""",Full book and checksum-valid ISBN verified visually on the local wraparound cover
OLP-4D08149D47FDE1D1,DOTS Europa & Estados Unidos,1,The ABC Location Policy in the Netherlands: The Right Business at the Right Place,M. J. Martens; S. van Griethuysen,TNO Inro,1999,report,CREATE_CANDIDATE,,https://www.gov.wales/sites/default/files/publications/2018-10/application-of-accessibility-methodologies-to-land-use-planning.pdf,url,https://www.gov.wales/sites/default/files/publications/2018-10/application-of-accessibility-methodologies-to-land-use-planning.pdf,ELIGIBLE_BOOKLIKE,READY_FOR_IMPORT_PREVIEW,,"""The ABC Location Policy in the Netherlands: The Right Business at the Right Place"" | ""The ABC Location Policy in the Netherlands: The Right Business at the Right Place"" ""M. J. Martens""","Local TRANSLAND report title page and government bibliography verify the title, authors, publisher, 3 September 1999 date, and report context"
